cycle_number,half_cycle,time_s,current_mA,voltage_V,capacity_mAh
0,0,115318.33323484613,0.0,2.9599805,0.0
0,0,115319.33323461143,0.0,2.908372,0.0
0,0,115320.33323437674,0.0,2.8920307,0.0
0,0,115321.33323413832,0.0,2.8805192,0.0
0,0,115322.3332338999,0.0,2.8713558,0.0
0,0,115323.33323366148,0.0,2.8635478,0.0
0,0,115324.33323342307,0.0,2.8564463,0.0
0,0,115325.33323318465,0.0,2.850261,0.0
0,0,115326.33323294623,0.0,2.8445911,0.0
0,0,115327.33323270781,0.0,2.839265,0.0
1,1,115328.28503248072,-0.5605,2.8341107,0.0
1,1,115328.28543248051,-0.5605,2.8071575,-6.209639377064174e-08
1,1,115333.28543128842,-0.5605,2.5161426,-0.0007787461402383116
1,1,115338.28543009632,-0.5605,2.4111078,-0.0015574338330328465
1,1,115343.28542890423,-0.5605,2.3238842,-0.0023361205093595716
1,1,115348.28542771819,-0.5605,2.2495468,-0.0031148094290925398
1,1,115353.28542654472,-0.5605,2.1848307,-0.003893497811804215
1,1,115358.28542537126,-0.5605,2.1284952,-0.004672188503828313
1,1,115363.28542419779,-0.5605,2.080063,-0.005450881172256337
1,1,115368.28542302432,-0.5605,2.037988,-0.006229571432146761
1,1,115373.28542185039,-0.5605,2.0008383,-0.007008264369249343
1,1,115378.2854206583,-0.5605,1.9674875,-0.007786954844103918
1,1,115383.2854194662,-0.5605,1.9369621,-0.008565644772443506
1,1,115388.28541827411,-0.5605,1.9091666,-0.009344337314804394
1,1,115393.28541708202,-0.5605,1.8840438,-0.010123027196447053
1,1,115398.28541588993,-0.5605,1.8613454,-0.010901719790567952
1,1,115403.28541471227,-0.5605,1.8410333,-0.011680412932213807
1,1,115408.2854135388,-0.5605,1.8232412,-0.012459107984638874
1,1,115413.28541236534,-0.5605,1.8078163,-0.013237802670945722
1,1,115418.28541119187,-0.5605,1.7950639,-0.01401649631981717
1,1,115423.2854100184,-0.5605,1.7845069,-0.014795188509262269
1,1,115428.28540883656,-0.5605,1.77626,-0.015573879835347334
1,1,115433.28540764446,-0.5605,1.7698075,-0.016352570078998804
1,1,115438.28540645237,-0.5605,1.7650731,-0.01713126268839505
1,1,115443.28540526028,-0.5605,1.7618277,-0.017909952091674012
1,1,115448.28540406819,-0.5605,1.7594414,-0.018688642750140694
1,1,115453.28540288028,-0.5605,1.7579714,-0.01946733220221599
1,1,115458.28540170682,-0.5605,1.7569597,-0.020246024266276096
1,1,115463.28540053335,-0.5605,1.7565206,-0.021024717499951523
1,1,115468.28539935988,-0.5605,1.7563297,-0.021803408544825185
1,1,115473.28539818642,-0.5605,1.7566543,-0.02258209898511238
1,1,115478.28539701295,-0.5605,1.7567879,-0.023360791546636162
1,1,115483.28539582319,-0.5605,1.7568833,-0.02413948535491692
1,1,115488.2853946311,-0.5605,1.7573224,-0.024918178148256413
1,1,115493.285393439,-0.5605,1.7575897,-0.0256968718998664
1,1,115498.28539224691,-0.5605,1.7580097,-0.026475565562837658
1,1,115503.28539105481,-0.5605,1.7583151,-0.02725426152907478
1,1,115508.28538987483,-0.5605,1.7587541,-0.02803295730055041
1,1,115513.28538870136,-0.5605,1.752378,-0.028811654421620904
1,1,115518.2853875279,-0.5605,1.7532753,-0.029590352241343928
1,1,115523.28538635443,-0.5605,1.7544016,-0.03036905025150379
1,1,115528.28538518096,-0.5605,1.7554897,-0.031147746263603376
1,1,115533.28538400191,-0.5605,1.7558525,-0.031926441287659944
1,1,115538.28538280982,-0.5605,1.7564061,-0.03270513357848592
1,1,115543.28538161772,-0.5605,1.7565969,-0.03348382622509533
1,1,115548.28538042563,-0.5605,1.7579142,-0.034262515909976435
1,1,115553.28537923354,-0.5605,1.759346,-0.03504120759879219
1,1,115558.28537804284,-0.5605,1.7617896,-0.03581989863452978
1,1,115563.28537686937,-0.5605,1.7621522,-0.03659859086937375
1,1,115568.28537569591,-0.5605,1.7623241,-0.037377286096251676
1,1,115573.28537452244,-0.5605,1.7625914,-0.03815598090298308
1,1,115578.28537334898,-0.5605,1.7627631,-0.03893467391761475
1,1,115583.28537217551,-0.5605,1.7629349,-0.03971336482044723
1,1,115588.28537098807,-0.5605,1.7632213,-0.0404920560486118
1,1,115593.28536979598,-0.5605,1.7632977,-0.04127074988190333
1,1,115598.28536860389,-0.5605,1.7633168,-0.04204944231064783
1,1,115603.2853674118,-0.5605,1.7637177,-0.042828130610171294
1,1,115608.2853662197,-0.5605,1.7637367,-0.04360681958484981
1,1,115613.28536503692,-0.5605,1.7639849,-0.044385510355174546
1,1,115618.28536386346,-0.5605,1.7640995,-0.04516420152660543
1,1,115623.28536268999,-0.5605,1.7642522,-0.045942894576102504
1,1,115628.28536151652,-0.5605,1.7642713,-0.04672158541403546
1,1,115633.28536034306,-0.5605,1.7645004,-0.047500277642935525
1,1,115638.28535916633,-0.5605,1.7645576,-0.04827897064938149
1,1,115643.28535797424,-0.5605,1.7647676,-0.04905766379346451
1,1,115648.28535678214,-0.5605,1.7648058,-0.049836355383823326
1,1,115653.28535558982,-0.5605,1.7647486,-0.05061504286891554
1,1,115658.28535439773,-0.5605,1.7649394,-0.051393730543209455
1,1,115663.28535320563,-0.5605,1.7649204,-0.052172419259213745
