cycle_number,half_cycle,time_s,current_mA,voltage_V,capacity_mAh
0,0,0.0,0.0,2.062357,0.0
0,0,0.9999999747378752,0.0,2.0616693,0.0
0,0,1.9999999494757503,0.0,2.0609055,0.0
0,0,2.9999999242136255,0.0,2.0603132,0.0
0,0,3.9999998989515007,0.0,2.0595684,0.0
0,0,4.999999873689376,0.0,2.0589952,0.0
0,0,5.999999848427251,0.0,2.0582123,0.0
0,0,6.999999823165126,0.0,2.0577157,0.0
0,0,7.999999797903001,0.0,2.0570853,0.0
0,0,8.999999772640876,0.0,2.056455,0.0
1,1,9.999799747383804,-0.2276,2.0557482,0.0
1,1,10.0001997473737,-0.2276,2.0495603,-2.5233599874708386e-08
1,1,15.000199621063075,-0.2276,2.0252824,-0.00031643075192305776
1,1,20.00019949475245,-0.2276,2.0148726,-0.0006328406685193379
1,1,25.000199368441827,-0.2276,2.0065446,-0.0009492518093842598
1,1,30.000199242131202,-0.2276,1.9993818,-0.00126566305750774
1,1,35.00019911582058,-0.2276,1.9927729,-0.0015820756043444077
1,1,40.000198989509954,-0.2276,1.9867753,-0.0018984875699621108
1,1,45.00019886319933,-0.2276,1.981408,-0.0022149026384900013
1,1,50.000198736888706,-0.2276,1.9763272,-0.002531318169371949
1,1,55.00019861057808,-0.2276,1.9714756,-0.002847733696137865
1,1,60.00019848426746,-0.2276,1.966815,-0.003164148415773279
1,1,65.00019835795683,-0.2276,1.9625937,-0.0034805627444411315
1,1,70.00019823164621,-0.2276,1.9582196,-0.0037969783011857004
1,1,75.00019810533558,-0.2276,1.9542658,-0.004113396284813682
1,1,80.00019797902496,-0.2276,1.9505221,-0.004429815435200102
1,1,85.00019785271434,-0.2276,1.9467783,-0.004746234971986049
1,1,90.00019772640371,-0.2276,1.9433783,-0.005062654929321673
1,1,95.00019760009309,-0.2276,1.9398829,-0.005379074047193759
1,1,100.00019747378246,-0.2276,1.9365594,-0.005695493040120436
1,1,105.00019734747184,-0.2276,1.9332932,-0.006011912682991888
1,1,110.00019722116122,-0.2276,1.9299887,-0.006328331282311015
1,1,115.00019709485059,-0.2276,1.9270663,-0.00664475065108637
1,1,120.00019696853997,-0.2276,1.9242203,-0.0069611707224167055
1,1,125.00019684222934,-0.2276,1.9209923,-0.007277589367717504
1,1,130.00019671591872,-0.2276,1.9182417,-0.0075940085794106126
