Energy Loss (eV)	Intensity
1.634521484375000568e+02	1.029936324055996010e+03
1.635146484375000568e+02	1.029695451956090665e+03
1.635771484375000568e+02	1.029567891438808374e+03
1.636396484375000568e+02	1.029529490337956076e+03
1.637021484375000568e+02	1.029585751065347040e+03
1.637646484375000568e+02	1.029591281590323661e+03
1.638271484375000568e+02	1.029437740071620965e+03
1.638896484375000568e+02	1.029431690192951464e+03
1.639521484375000568e+02	1.029349058209049872e+03
1.640146484375000568e+02	1.029327510949343377e+03
1.640771484375000568e+02	1.029186093602042320e+03
1.641396484375000568e+02	1.029113145493022557e+03
1.642021484375000568e+02	1.029164759780427630e+03
1.642646484375000568e+02	1.029210905317833067e+03
1.643271484375000568e+02	1.029224691125124764e+03
1.643896484375000568e+02	1.029214036976213720e+03
1.644521484375000568e+02	1.029236437988287662e+03
1.645146484375000568e+02	1.029251628713903074e+03
1.645771484375000568e+02	1.029259885105948570e+03
1.646396484375000568e+02	1.029232239139447529e+03
1.647021484375000568e+02	1.029057991536464669e+03
1.647646484375000568e+02	1.029011452044868975e+03
1.648271484375000568e+02	1.029049859434192058e+03
1.648896484375000568e+02	1.029138898259949428e+03
1.649521484375000568e+02	1.029201809969821852e+03
1.650146484375000568e+02	1.029187633537529791e+03
1.650771484375000568e+02	1.029282473292501663e+03
1.651396484375000568e+02	1.029236377692951464e+03
1.652021484375000568e+02	1.029311424301616171e+03
1.652646484375000568e+02	1.029296053429812218e+03
1.653271484375000568e+02	1.029346166992193730e+03
1.653896484375000568e+02	1.029406595495981719e+03
1.654521484375000568e+02	1.029480866773207026e+03
1.655146484375000568e+02	1.029573149709997097e+03
1.655771484375000568e+02	1.029524712579906463e+03
1.656396484375000568e+02	1.029668178858907595e+03
1.657021484375000568e+02	1.029607835064518440e+03
1.657646484375000568e+02	1.029494276381990403e+03
1.658271484375000568e+02	1.029347161680285808e+03
1.658896484375000568e+02	1.029287673117903978e+03
1.659521484375000568e+02	1.029235428503794310e+03
1.660146484375000568e+02	1.029364690237340710e+03
1.660771484375000568e+02	1.029455346679693776e+03
1.661396484375000568e+02	1.029462133049248678e+03
1.662021484375000568e+02	1.029495678341033909e+03
1.662646484375000568e+02	1.029461630711417001e+03
1.663271484375000568e+02	1.029332420765276311e+03
1.663896484375000568e+02	1.029247268214376618e+03
1.664521484375000568e+02	1.029230551239944816e+03
1.665146484375000568e+02	1.029132562440820493e+03
1.665771484375000568e+02	1.029125810102989362e+03
1.666396484375000568e+02	1.029105883419158545e+03
1.667021484375000568e+02	1.029090652373349258e+03
1.667646484375000568e+02	1.028999078554102198e+03
1.668271484375000568e+02	1.029134298798538566e+03
1.668896484375000568e+02	1.029190275435020340e+03
1.669521484375000568e+02	1.029326379024627386e+03
1.670146484375000568e+02	1.029345902136606583e+03
1.670771484375000568e+02	1.029466088127373723e+03
1.671396484375000568e+02	1.029536330714376390e+03
1.672021484375000568e+02	1.029670744924840619e+03
1.672646484375000568e+02	1.029639804169632043e+03
1.673271484375000568e+02	1.029546881288476698e+03
1.673896484375000568e+02	1.029454017962837725e+03
1.674521484375000568e+02	1.029328793797354820e+03
1.675146484375000568e+02	1.029067423132700469e+03
1.675771484375000568e+02	1.028778073952421209e+03
1.676396484375000568e+02	1.028587852154362508e+03
1.677021484375000568e+02	1.028341064453131366e+03
1.677646484375000568e+02	1.028159969075526760e+03
1.678271484375000568e+02	1.028029715983079313e+03
1.678896484375000568e+02	1.027896074144774275e+03
1.679521484375000568e+02	1.027960225793093286e+03
1.680146484375000568e+02	1.028011366965560455e+03
1.680771484375000568e+02	1.028057578346952596e+03
1.681396484375000568e+02	1.027987755977752613e+03
1.682021484375000568e+02	1.027902672600029973e+03
1.682646484375000568e+02	1.027945885120745061e+03
1.683271484375000568e+02	1.027984531102042411e+03
1.683896484375000568e+02	1.028017205255688168e+03
1.684521484375000568e+02	1.028059844785754649e+03
1.685146484375000568e+02	1.027954776648325605e+03
1.685771484375000568e+02	1.027974353767170214e+03
1.686396484375000568e+02	1.028095394250124627e+03
1.687021484375000568e+02	1.028078190474082930e+03
1.687646484375000568e+02	1.028057739997638691e+03
1.688271484375000568e+02	1.028121591648917274e+03
1.688896484375000568e+02	1.028318164802326464e+03
1.689521484375000568e+02	1.028443995990181520e+03
1.690146484375000568e+02	1.028583242705380371e+03
1.690771484375000568e+02	1.028704030169869156e+03
1.691396484375000568e+02	1.028865280983671255e+03
1.692021484375000568e+02	1.028878203790844282e+03
1.692646484375000568e+02	1.028935097434310364e+03
1.693271484375000568e+02	1.028904626834760393e+03
1.693896484375000568e+02	1.028957672304102061e+03
1.694521484375000568e+02	1.029081988340442194e+03
1.695146484375000568e+02	1.029038782848017490e+03
1.695771484375000568e+02	1.028937664609973126e+03
1.696396484375000568e+02	1.028889356948396426e+03
1.697021484375000568e+02	1.028725696910517854e+03
1.697646484375000568e+02	1.028715886526402983e+03
1.698271484375000568e+02	1.028763060783623814e+03
1.698896484375000568e+02	1.028628525242667592e+03
1.699521484375000568e+02	1.028627733265275992e+03
1.700146484375000568e+02	1.028605338541673063e+03
1.700771484375000568e+02	1.028717576645366307e+03
1.701396484375000568e+02	1.028688362630214669e+03
1.702021484375000568e+02	1.028642789713548154e+03
1.702646484375000568e+02	1.028730394398088720e+03
1.703271484375000568e+02	1.028779860247994066e+03
1.703896484375000568e+02	1.028756490811440699e+03
1.704521484375000568e+02	1.028639736106185410e+03
1.705146484375000568e+02	1.028575199011606628e+03
1.705771484375000568e+02	1.028547498298420351e+03
1.706396484375000568e+02	1.028556211529362372e+03
1.707021484375000568e+02	1.028469524961535626e+03
1.707646484375000568e+02	1.028512805915607714e+03
1.708271484375000568e+02	1.028506938032676771e+03
1.708896484375000568e+02	1.028559578080617030e+03
1.709521484375000568e+02	1.028529560990773234e+03
1.710146484375000568e+02	1.028490842137198342e+03
1.710771484375000568e+02	1.028543076023917138e+03
1.711396484375000568e+02	1.028743909061322483e+03
1.712021484375000568e+02	1.028822163159925822e+03
1.712646484375000568e+02	1.028933733576000577e+03
1.713271484375000568e+02	1.028967335464021517e+03
1.713896484375000568e+02	1.029025805664068685e+03
1.714521484375000568e+02	1.029242505622639101e+03
1.715146484375000568e+02	1.029380668131516586e+03
1.715771484375000568e+02	1.029336976947212634e+03
1.716396484375000568e+02	1.029307881303273234e+03
1.717021484375000568e+02	1.029329196629386161e+03
1.717646484375000568e+02	1.029241914136488276e+03
1.718271484375000568e+02	1.029207988577184551e+03
1.718896484375000568e+02	1.029248574366720504e+03
1.719521484375000568e+02	1.029296299789897603e+03
1.720146484375000568e+02	1.029308425440939118e+03
1.720771484375000568e+02	1.029362683845295351e+03
1.721396484375000568e+02	1.029189426121573661e+03
1.722021484375000568e+02	1.029167824485091614e+03
1.722646484375000568e+02	1.029272316302681702e+03
1.723271484375000568e+02	1.029235529119324610e+03
1.723896484375000568e+02	1.029168140018353824e+03
1.724521484375000568e+02	1.029109252559783727e+03
1.725146484375000568e+02	1.029099234286228011e+03
1.725771484375000568e+02	1.029148707904243793e+03
1.726396484375000568e+02	1.029144325949935137e+03
1.727021484375000568e+02	1.029238574958576237e+03
1.727646484375000568e+02	1.029193212150811178e+03
1.728271484375000568e+02	1.029209777092217792e+03
1.728896484375000568e+02	1.029099498771904791e+03
1.729521484375000568e+02	1.029048809999414516e+03
1.730146484375000568e+02	1.029086298902113413e+03
1.730771484375000568e+02	1.029199934895839533e+03
1.731396484375000568e+02	1.029225863739944771e+03
1.732021484375000568e+02	1.029308628521549736e+03
1.732646484375000568e+02	1.029224827252018713e+03
1.733271484375000568e+02	1.029181687233671028e+03
1.733896484375000568e+02	1.029243569113997637e+03
1.734521484375000568e+02	1.029221609034689209e+03
1.735146484375000568e+02	1.029213118119679621e+03
1.735771484375000568e+02	1.029112296179575651e+03
1.736396484375000568e+02	1.029058047762790466e+03
1.737021484375000568e+02	1.029051347952184187e+03
1.737646484375000568e+02	1.028862799257226698e+03
1.738271484375000568e+02	1.028799771395603102e+03
1.738896484375000568e+02	1.028797969933718377e+03
1.739521484375000568e+02	1.028770155288239948e+03
1.740146484375000568e+02	1.028640971975621596e+03
1.740771484375000568e+02	1.028496584990536576e+03
1.741396484375000568e+02	1.028470741225740085e+03
1.742021484375000568e+02	1.028435231711654069e+03
1.742646484375000568e+02	1.028521560206563890e+03
1.743271484375000568e+02	1.028488401100858709e+03
1.743896484375000568e+02	1.028511901485564977e+03
1.744521484375000568e+02	1.028463989627728779e+03
1.745146484375000568e+02	1.028447901130451328e+03
1.745771484375000568e+02	1.028482398940583835e+03
1.746396484375000568e+02	1.028467637310612417e+03
1.747021484375000568e+02	1.028502549789897330e+03
1.747646484375000568e+02	1.028443360854646471e+03
1.748271484375000568e+02	1.028545527787648552e+03
1.748896484375000568e+02	1.028601412316530968e+03
1.749521484375000568e+02	1.028556492660991125e+03
1.750146484375000568e+02	1.028734396084878426e+03
1.750771484375000568e+02	1.028743705610801726e+03
1.751396484375000568e+02	1.028719007087482623e+03
1.752021484375000568e+02	1.028629105631516950e+03
1.752646484375000568e+02	1.028668656412766722e+03
1.753271484375000568e+02	1.028792912893590710e+03
1.753896484375000568e+02	1.028816901559546977e+03
1.754521484375000568e+02	1.028849568684902124e+03
1.755146484375000568e+02	1.028801680131398371e+03
1.755771484375000568e+02	1.028349472138382225e+03
1.756396484375000568e+02	1.028505530524982760e+03
1.757021484375000568e+02	1.028771283883765818e+03
1.757646484375000568e+02	1.029060009765631321e+03
1.758271484375000568e+02	1.029103342507108209e+03
1.758896484375000568e+02	1.029162356105001663e+03
1.759521484375000568e+02	1.029224494702894617e+03
1.760146484375000568e+02	1.029356840376426590e+03
1.760771484375000568e+02	1.029285935650456167e+03
1.761396484375000568e+02	1.029317628802681384e+03
1.762021484375000568e+02	1.029297309274390727e+03
1.762646484375000568e+02	1.029176544004504422e+03
1.763271484375000568e+02	1.029063900109499855e+03
1.763896484375000568e+02	1.028988719593401129e+03
1.764521484375000568e+02	1.028905809067241080e+03
1.765146484375000568e+02	1.028769003018472176e+03
1.765771484375000568e+02	1.028509481534097176e+03
1.766396484375000568e+02	1.028339695416080986e+03
1.767021484375000568e+02	1.028147304095650043e+03
1.767646484375000568e+02	1.028040750029598939e+03
1.768271484375000568e+02	1.028490162982368929e+03
1.768896484375000568e+02	1.028666930412529837e+03
1.769521484375000568e+02	1.028701104551379331e+03
1.770146484375000568e+02	1.028648830714376800e+03
1.770771484375000568e+02	1.028657117808954808e+03
1.771396484375000568e+02	1.028716982569845641e+03
1.772021484375000568e+02	1.028698864746100298e+03
1.772646484375000568e+02	1.028639741654835916e+03
1.773271484375000568e+02	1.028617917332510842e+03
1.773896484375000568e+02	1.028509793368259125e+03
1.774521484375000568e+02	1.028418855054457026e+03
1.775146484375000568e+02	1.028305793161109477e+03
1.775771484375000568e+02	1.028243476266578455e+03
1.776396484375000568e+02	1.028215888006043315e+03
1.777021484375000568e+02	1.028084612852160490e+03
1.777646484375000568e+02	1.028050627737340164e+03
1.778271484375000568e+02	1.028024359685730815e+03
1.778896484375000568e+02	1.028132556892170214e+03
1.779521484375000568e+02	1.028307623845887065e+03
1.780146484375000568e+02	1.028337558815702323e+03
1.780771484375000568e+02	1.028516706616957208e+03
1.781396484375000568e+02	1.028574079293921841e+03
1.782021484375000568e+02	1.028651506273680752e+03
1.782646484375000568e+02	1.028652298990891722e+03
1.783271484375000568e+02	1.028703281841862690e+03
1.783896484375000568e+02	1.028709223706800913e+03
1.784521484375000568e+02	1.028638557202894845e+03
1.785146484375000568e+02	1.028600918856540375e+03
1.785771484375000568e+02	1.028559119392170032e+03
1.786396484375000568e+02	1.028453595525574201e+03
1.787021484375000568e+02	1.028459982392288339e+03
1.787646484375000568e+02	1.028381794137672159e+03
1.788271484375000568e+02	1.028391633004859614e+03
1.788896484375000568e+02	1.028205570105356628e+03
1.789521484375000568e+02	1.028139229699343332e+03
1.790146484375000568e+02	1.028096102997757271e+03
1.790771484375000568e+02	1.028213766571976066e+03
1.791396484375000568e+02	1.028345818167028028e+03
1.792021484375000568e+02	1.028491753595531918e+03
1.792646484375000568e+02	1.028529695638027079e+03
1.793271484375000568e+02	1.028546506199698342e+03
1.793896484375000568e+02	1.028574131451237690e+03
1.794521484375000568e+02	1.028576258064045078e+03
1.795146484375000568e+02	1.028577326734144435e+03
1.795771484375000568e+02	1.028585896439991984e+03
1.796396484375000568e+02	1.028536901485565068e+03
1.797021484375000568e+02	1.028600746848372864e+03
1.797646484375000568e+02	1.028680796860209966e+03
1.798271484375000568e+02	1.028568045321384261e+03
1.798896484375000568e+02	1.028572708037411758e+03
1.799521484375000568e+02	1.028471287212956213e+03
1.800146484375000568e+02	1.028482113739944680e+03
1.800771484375000568e+02	1.028285669685138600e+03
1.801396484375000568e+02	1.028150659549603915e+03
1.802021484375000568e+02	1.028115192205262247e+03
1.802646484375000568e+02	1.028063666326355815e+03
1.803271484375000568e+02	1.028176339444253699e+03
1.803896484375000568e+02	1.028106553326237417e+03
1.804521484375000568e+02	1.027961318877254826e+03
1.805146484375000568e+02	1.027814567057298063e+03
1.805771484375000568e+02	1.027673915793685183e+03
1.806396484375000568e+02	1.027624347478699519e+03
1.807021484375000568e+02	1.027477731045815972e+03
1.807646484375000568e+02	1.027501771499177494e+03
1.808271484375000568e+02	1.027428965805522466e+03
1.808896484375000568e+02	1.027457662316531014e+03
1.809521484375000568e+02	1.027520759721242484e+03
1.810146484375000568e+02	1.027344520152705400e+03
1.810771484375000568e+02	1.027509497810139010e+03
1.811396484375000568e+02	1.027626554731895567e+03
1.812021484375000568e+02	1.027737352775811360e+03
1.812646484375000568e+02	1.027887167820792456e+03
1.813271484375000568e+02	1.027879169256043269e+03
1.813896484375000568e+02	1.027988776189636837e+03
1.814521484375000568e+02	1.028077073715678580e+03
1.815146484375000568e+02	1.028105826083102784e+03
1.815771484375000568e+02	1.028065045720886928e+03
1.816396484375000568e+02	1.028068805116602107e+03
1.817021484375000568e+02	1.028025625887790284e+03
1.817646484375000568e+02	1.028040221058244697e+03
1.818271484375000568e+02	1.028071297940347222e+03
1.818896484375000568e+02	1.027989721679693730e+03
1.819521484375000568e+02	1.027971823582511206e+03
1.820146484375000568e+02	1.028085504705262110e+03
1.820771484375000568e+02	1.028076513671881230e+03
1.821396484375000568e+02	1.028014295913239948e+03
1.822021484375000568e+02	1.027981752337837634e+03
1.822646484375000568e+02	1.028094903749414698e+03
1.823271484375000568e+02	1.028051051284333653e+03
1.823896484375000568e+02	1.028128075062151311e+03
1.824521484375000568e+02	1.028072972523088538e+03
1.825146484375000568e+02	1.027995385742193548e+03
1.825771484375000568e+02	1.027994986979172836e+03
1.826396484375000568e+02	1.027898322457984477e+03
1.827021484375000568e+02	1.027867852968164470e+03
1.827646484375000568e+02	1.027868838038595413e+03
1.828271484375000568e+02	1.027816634114589760e+03
1.828896484375000568e+02	1.027741586026284722e+03
1.829521484375000568e+02	1.027721984863287844e+03
1.830146484375000568e+02	1.027594318921644799e+03
1.830771484375000568e+02	1.027472651441175685e+03
1.831396484375000568e+02	1.027432193640513105e+03
1.832021484375000568e+02	1.027608530865299826e+03
1.832646484375000568e+02	1.027548950195318866e+03
1.833271484375000568e+02	1.027423903216744066e+03
1.833896484375000568e+02	1.027405705862340710e+03
1.834521484375000568e+02	1.027370116817596454e+03
1.835146484375000568e+02	1.027214240426734477e+03
1.835771484375000568e+02	1.027206051728226157e+03
1.836396484375000568e+02	1.027105666651876618e+03
1.837021484375000568e+02	1.027052889737222131e+03
1.837646484375000568e+02	1.027031774162529928e+03
1.838271484375000568e+02	1.027071694483907777e+03
1.838896484375000568e+02	1.027200165349793224e+03
1.839521484375000568e+02	1.027153495279954313e+03
1.840146484375000568e+02	1.027226084946147466e+03
1.840771484375000568e+02	1.027293105616720368e+03
1.841396484375000568e+02	1.027259810384120783e+03
1.842021484375000568e+02	1.027242238547591569e+03
1.842646484375000568e+02	1.027417844090323797e+03
1.843271484375000568e+02	1.027561553770129422e+03
1.843896484375000568e+02	1.027670325816767445e+03
1.844521484375000568e+02	1.027633718039779069e+03
1.845146484375000568e+02	1.027458146898680297e+03
1.845771484375000568e+02	1.027421916060020749e+03
1.846396484375000568e+02	1.027364077296407913e+03
1.847021484375000568e+02	1.027213526500361695e+03
1.847646484375000568e+02	1.027154713763618929e+03
1.848271484375000568e+02	1.027039355098846045e+03
1.848896484375000568e+02	1.026998819247165557e+03
1.849521484375000568e+02	1.027104778867785626e+03
1.850146484375000568e+02	1.027144687721952323e+03
1.850771484375000568e+02	1.027207306093164334e+03
1.851396484375000568e+02	1.027222581528178580e+03
1.852021484375000568e+02	1.027325133537530292e+03
1.852646484375000568e+02	1.027260502115891768e+03
1.853271484375000568e+02	1.027202573094229592e+03
1.853896484375000568e+02	1.027307644190938845e+03
1.854521484375000568e+02	1.027282468483671209e+03
1.855146484375000568e+02	1.027113230942241216e+03
1.855771484375000568e+02	1.026858732836180707e+03
1.856396484375000568e+02	1.026784607303510029e+03
1.857021484375000568e+02	1.026651066820555570e+03
1.857646484375000568e+02	1.026577056329907009e+03
1.858271484375000568e+02	1.026501736357723757e+03
1.858896484375000568e+02	1.026424563876071488e+03
1.859521484375000568e+02	1.026412708259357487e+03
1.860146484375000568e+02	1.026414398378320584e+03
1.860771484375000568e+02	1.026547297437269435e+03
1.861396484375000568e+02	1.026621411132818821e+03
1.862021484375000568e+02	1.026624928607369156e+03
1.862646484375000568e+02	1.026714393939399997e+03
