Energy Loss (eV)	Intensity
1.405000000000000284e+02	1.537521863634294505e+03
1.405625000000000284e+02	1.536294624817785461e+03
1.406250000000000284e+02	1.535601000227770783e+03
1.406875000000000284e+02	1.534740080516583021e+03
1.407500000000000284e+02	1.533131170166728680e+03
1.408125000000000284e+02	1.531614248656160271e+03
1.408750000000000284e+02	1.531196014167275507e+03
1.409375000000000284e+02	1.531510162581998429e+03
1.410000000000000284e+02	1.531084274735788313e+03
1.410625000000000284e+02	1.529651913014760794e+03
1.411250000000000284e+02	1.528165203193332218e+03
1.411875000000000284e+02	1.527173921260023235e+03
1.412500000000000284e+02	1.526267941440416962e+03
1.413125000000000284e+02	1.525374889303937152e+03
1.413750000000000284e+02	1.524881766262756400e+03
1.414375000000000284e+02	1.524461925769862773e+03
1.415000000000000284e+02	1.523200335618623740e+03
1.415625000000000284e+02	1.520574916613521737e+03
1.416250000000000284e+02	1.517659891308310307e+03
1.416875000000000284e+02	1.515777778585096030e+03
1.417500000000000284e+02	1.516014906887756752e+03
1.418125000000000284e+02	1.517663697180212921e+03
1.418750000000000284e+02	1.519013696610788656e+03
1.419375000000000284e+02	1.517897422102771088e+03
1.420000000000000284e+02	1.514396517173835264e+03
1.420625000000000284e+02	1.510385475696976755e+03
1.421250000000000284e+02	1.507755685860060112e+03
1.421875000000000284e+02	1.506448238543186562e+03
1.422500000000000284e+02	1.505798834206451829e+03
1.423125000000000284e+02	1.505907469205540792e+03
1.423750000000000284e+02	1.506892007060861715e+03
1.424375000000000284e+02	1.507642406158893664e+03
1.425000000000000284e+02	1.506885647640307525e+03
1.425625000000000284e+02	1.504803907343295577e+03
1.426250000000000284e+02	1.502824081199892134e+03
1.426875000000000284e+02	1.501818428252552167e+03
1.427500000000000284e+02	1.501351293139578502e+03
1.428125000000000284e+02	1.500266771228135440e+03
1.428750000000000284e+02	1.498174804573616711e+03
1.429375000000000284e+02	1.495654144815963491e+03
1.430000000000000284e+02	1.493359181008565656e+03
1.430625000000000284e+02	1.491706880990343961e+03
1.431250000000000284e+02	1.491125621219024879e+03
1.431875000000000284e+02	1.491790263461189397e+03
1.432500000000000284e+02	1.492656520658711315e+03
1.433125000000000284e+02	1.492233298423835095e+03
1.433750000000000284e+02	1.490591438798288436e+03
1.434375000000000284e+02	1.489388914609148515e+03
1.435000000000000284e+02	1.489455268130467630e+03
1.435625000000000284e+02	1.489657824662902385e+03
1.436250000000000284e+02	1.489128204696612329e+03
1.436875000000000284e+02	1.488098690164906657e+03
1.437500000000000284e+02	1.486659992483601854e+03
1.438125000000000284e+02	1.484820869670190859e+03
1.438750000000000284e+02	1.483496986128827984e+03
1.439375000000000284e+02	1.483332479523507118e+03
1.440000000000000284e+02	1.483240304300292792e+03
1.440625000000000284e+02	1.482262139850584390e+03
1.441250000000000284e+02	1.481069108965015857e+03
1.441875000000000284e+02	1.480344614203718493e+03
1.442500000000000284e+02	1.479366016968842359e+03
