Energy Loss (eV)	Original	Background_fit	Background_subtracted
1.415902921468904765e+02	4.631699218750000000e+02	4.658007558584299659e+02	-2.630833983429965883e+00
1.417152921468904765e+02	4.559453125000000000e+02	4.642487370047344939e+02	-8.303424504734493894e+00
1.418402921468904765e+02	4.546757812500000000e+02	4.627032509037310319e+02	-8.027469653731031940e+00
1.419652921468904765e+02	4.556367187500000000e+02	4.611642643369401640e+02	-5.527545586940163957e+00
1.420902921468904765e+02	4.585527343750000000e+02	4.596317442838345642e+02	-1.079009908834564158e+00
1.422152921468904765e+02	4.522968750000000000e+02	4.581056579204865216e+02	-5.808782920486521562e+00
1.423402921468904765e+02	4.569414062500000000e+02	4.565859726182257532e+02	3.554336317742468054e-01
1.424652921468904765e+02	4.588750000000000000e+02	4.550726559423081881e+02	3.802344057691811940e+00
1.425902921468904765e+02	4.535468750000000000e+02	4.535656756505942440e+02	-1.880065059424396168e-02
1.427152921468904765e+02	4.514707031250000000e+02	4.520649996922378477e+02	-5.942965672378477393e-01
1.428402921468904765e+02	4.527675781250000000e+02	4.505705962063851189e+02	2.196981918614881124e+00
1.429652921468904765e+02	4.391855468750000000e+02	4.490824335208833418e+02	-9.896886645883341771e+00
1.430902921468904765e+02	4.420742187500000000e+02	4.476004801509996014e+02	-5.526261400999601392e+00
1.432152921468904765e+02	4.497949218750000000e+02	4.461247047981492528e+02	3.670217076850747162e+00
1.433402921468904765e+02	4.541562500000000000e+02	4.446550763486343385e+02	9.501173651365661499e+00
1.434652921468904765e+02	4.433066406250000000e+02	4.431915638723912707e+02	1.150767526087292936e-01
1.435902921468904765e+02	4.363320312500000000e+02	4.417341366217485188e+02	-5.402105371748518792e+00
1.437152921468904765e+02	4.453125000000000000e+02	4.402827640301933343e+02	5.029735969806665707e+00
1.438402921468904765e+02	4.370117187500000000e+02	4.388374157111483100e+02	-1.825696961148310038e+00
1.439652921468904765e+02	4.355195312500000000e+02	4.373980614567568068e+02	-1.878530206756806820e+00
1.440902921468904765e+02	4.393261718750000000e+02	4.359646712366779298e+02	3.361500638322070245e+00
1.442152921468904765e+02	4.339960937500000000e+02	4.345372151968906564e+02	-5.411214468906564434e-01
1.443402921468904765e+02	4.285625000000000000e+02	4.331156636585069464e+02	-4.553163658506946376e+00
1.444652921468904765e+02	4.271054687500000000e+02	4.316999871165939453e+02	-4.594518366593945302e+00
1.445902921468904765e+02	4.244863281250000000e+02	4.302901562390048298e+02	-5.803828114004829786e+00
1.447152921468904765e+02	4.233964843750000000e+02	4.288861418652190878e+02	-5.489657490219087776e+00
1.448402921468904765e+02	4.283144531250000000e+02	4.274879150051909278e+02	8.265381198090722137e-01
1.449652921468904765e+02	4.275644531250000000e+02	4.260954468382068967e+02	1.469006286793103300e+00
1.450902921468904765e+02	4.234101562500000000e+02	4.247087087117519104e+02	-1.298552461751910414e+00
1.452152921468904765e+02	4.228320312500000000e+02	4.233276721403838678e+02	-4.956408903838678270e-01
1.453402921468904765e+02	4.177285156250000000e+02	4.219523088046166777e+02	-4.223793179616677662e+00
1.454652921468904765e+02	4.137714843750000000e+02	4.205825905498120392e+02	-6.811106174812039171e+00
1.455902921468904765e+02	4.142480468750000000e+02	4.192184893850789535e+02	-4.970442510078953546e+00
1.457152921468904765e+02	4.142441406250000000e+02	4.178599774821823303e+02	-3.615836857182330277e+00
1.458402921468904765e+02	4.095625000000000000e+02	4.165070271744586989e+02	-6.944527174458698937e+00
1.459652921468904765e+02	4.076386718750000000e+02	4.151596109557415843e+02	-7.520939080741584348e+00
1.460902921468904765e+02	4.067421875000000000e+02	4.138177014792934187e+02	-7.075513979293418743e+00
1.462152921468904765e+02	4.097617187500000000e+02	4.124812715567462647e+02	-2.719552806746264650e+00
1.463402921468904765e+02	4.086484375000000000e+02	4.111502941570505527e+02	-2.501856657050552712e+00
1.464652921468904765e+02	4.136777343750000000e+02	4.098247424054311523e+02	3.852991969568847708e+00
1.465902921468904765e+02	4.081425781250000000e+02	4.085045895823520823e+02	-3.620114573520822887e-01
1.467152921468904765e+02	4.080273437500000000e+02	4.071898091224876453e+02	8.375346275123547457e-01
1.468402921468904765e+02	4.095566406250000000e+02	4.058803746137028838e+02	3.676266011297116165e+00
1.469652921468904765e+02	4.079121093750000000e+02	4.045762597960402900e+02	3.335849578959710016e+00
1.470902921468904765e+02	4.022519531250000000e+02	4.032774385607148133e+02	-1.025485435714813320e+00
1.472152921468904765e+02	4.088671875000000000e+02	4.019838849491160317e+02	6.883302550883968252e+00
1.473402921468904765e+02	4.041367187500000000e+02	4.006955731518177686e+02	3.441145598182231424e+00
1.474652921468904765e+02	4.027910156250000000e+02	3.994124775075953266e+02	3.378538117404673358e+00
1.475902921468904765e+02	4.004218750000000000e+02	3.981345725024497142e+02	2.287302497550285807e+00
1.477152921468904765e+02	4.070312500000000000e+02	3.968618327686393172e+02	1.016941723136068276e+01
1.478402921468904765e+02	3.977734375000000000e+02	3.955942330837186773e+02	2.179204416281322665e+00
1.479652921468904765e+02	3.923046875000000000e+02	3.943317483695843748e+02	-2.027060869584374814e+00
1.480902921468904765e+02	3.948574218750000000e+02	3.930743536915279037e+02	1.783068183472096280e+00
1.482152921468904765e+02	3.930761718750000000e+02	3.918220242572957090e+02	1.254147617704290951e+00
1.483402921468904765e+02	3.935859375000000000e+02	3.905747354161563862e+02	3.011202083843613764e+00
1.484652921468904765e+02	3.836992187500000000e+02	3.893324626579739629e+02	-5.633243907973962905e+00
1.485902921468904765e+02	3.861542968750000000e+02	3.880951816122889682e+02	-1.940884737288968154e+00
1.487152921468904765e+02	3.906269531250000000e+02	3.868628680474056409e+02	3.764085077594359063e+00
1.488402921468904765e+02	3.889023437500000000e+02	3.856354978694863007e+02	3.266845880513699285e+00
1.489652921468904765e+02	3.832187500000000000e+02	3.844130471216518004e+02	-1.194297121651800353e+00
1.490902921468904765e+02	3.851445312500000000e+02	3.831954919830894823e+02	1.949039266910517654e+00
1.492152921468904765e+02	3.796308593750000000e+02	3.819828087681665920e+02	-2.351949393166592017e+00
1.493402921468904765e+02	3.761738281250000000e+02	3.807749739255510804e+02	-4.601145800551080356e+00
1.494652921468904765e+02	3.773242187500000000e+02	3.795719640373386596e+02	-2.247745287338659637e+00
1.495902921468904765e+02	3.798828125000000000e+02	3.783737558181859413e+02	1.509056681814058720e+00
1.497152921468904765e+02	3.854531250000000000e+02	3.771803261144501676e+02	8.272798885549832448e+00
1.498402921468904765e+02	3.747578125000000000e+02	3.759916519033351960e+02	-1.233839403335196039e+00
1.499652921468904765e+02	3.673437500000000000e+02	3.748077102920438506e+02	-7.463960292043850586e+00
1.500902921468904765e+02	3.662675781250000000e+02	3.736284785169362408e+02	-7.360900391936240794e+00
1.502152921468904765e+02	3.695410156250000000e+02	3.724539339426941638e+02	-2.912918317694163761e+00
1.503402921468904765e+02	3.699296875000000000e+02	3.712840540614923270e+02	-1.354366561492327037e+00
1.504652921468904765e+02	3.713183593750000000e+02	3.701188164921743464e+02	1.199542882825653578e+00
1.505902921468904765e+02	3.708398437500000000e+02	3.689581989794359629e+02	1.881644770564037117e+00
1.507152921468904765e+02	3.723789062500000000e+02	3.678021793930133754e+02	4.576726856986624625e+00
1.508402921468904765e+02	3.706777343750000000e+02	3.666507357268781107e+02	4.026998648121889346e+00
1.509652921468904765e+02	3.695097656250000000e+02	3.655038460984370090e+02	4.005919526562990995e+00
1.510902921468904765e+02	3.668261718750000000e+02	3.643614887477388606e+02	2.464683127261139362e+00
1.512152921468904765e+02	3.658808593750000000e+02	3.632236420366859875e+02	2.657217338314012522e+00
1.513402921468904765e+02	3.570722656250000000e+02	3.620902844482520209e+02	-5.018018823252020866e+00
1.514652921468904765e+02	3.544316406250000000e+02	3.609613945857054773e+02	-6.529753960705477311e+00
1.515902921468904765e+02	3.613730468750000000e+02	3.598369511718382796e+02	1.536095703161720394e+00
1.517152921468904765e+02	3.626132812500000000e+02	3.587169330482007581e+02	3.896348201799241906e+00
1.518402921468904765e+02	3.599023437500000000e+02	3.576013191743410289e+02	2.301024575658971116e+00
1.519652921468904765e+02	3.555332031250000000e+02	3.564900886270513070e+02	-9.568855020513069576e-01
1.520902921468904765e+02	3.479765625000000000e+02	3.553832205996183120e+02	-7.406658099618312008e+00
1.522152921468904765e+02	3.474707031250000000e+02	3.542806944010798134e+02	-6.809991276079813360e+00
1.523402921468904765e+02	3.550820312500000000e+02	3.531824894554864613e+02	1.899541794513538662e+00
1.524652921468904765e+02	3.565429687500000000e+02	3.520885853011685640e+02	4.454383448831435999e+00
1.525902921468904765e+02	3.521699218750000000e+02	3.509989615900085482e+02	1.170960284991451772e+00
1.527152921468904765e+02	3.511074218750000000e+02	3.499135980867184799e+02	1.193823788281520137e+00
1.528402921468904765e+02	3.498750000000000000e+02	3.488324746681228703e+02	1.042525331877129702e+00
1.529652921468904765e+02	3.501308593750000000e+02	3.477555713224461442e+02	2.375288052553855778e+00
1.530902921468904765e+02	3.545136718750000000e+02	3.466828681486059622e+02	7.830803726394037767e+00
1.532152921468904765e+02	3.520156250000000000e+02	3.456143453555110341e+02	6.401279644488965914e+00
1.533402921468904765e+02	3.455937500000000000e+02	3.445499832613643321e+02	1.043766738635667934e+00
1.534652921468904765e+02	3.356035156250000000e+02	3.434897622929707950e+02	-7.886246667970794988e+00
1.535902921468904765e+02	3.480546875000000000e+02	3.424336629850504892e+02	5.621024514949510831e+00
1.537152921468904765e+02	3.430253906250000000e+02	3.413816659795565442e+02	1.643724645443455756e+00
1.538402921468904765e+02	3.381875000000000000e+02	3.403337520249975228e+02	-2.146252024997522767e+00
1.539652921468904765e+02	3.431582031250000000e+02	3.392899019757653036e+02	3.868301149234696368e+00
1.540902921468904765e+02	3.437539062500000000e+02	3.382500967914672856e+02	5.503809458532714416e+00
1.542152921468904765e+02	3.381074218750000000e+02	3.372143175362632519e+02	8.931043387367481046e-01
1.543402921468904765e+02	3.247031250000000000e+02	3.361825453782075215e+02	-1.147942037820752148e+01
1.544652921468904765e+02	3.245957031250000000e+02	3.351547615885949654e+02	-1.055905846359496536e+01
1.545902921468904765e+02	3.355292968750000000e+02	3.341309475413124801e+02	1.398349333687519902e+00
1.547152921468904765e+02	3.310722656250000000e+02	3.331110847121944403e+02	-2.038819087194440272e+00
1.548402921468904765e+02	3.298261718750000000e+02	3.320951546783830395e+02	-2.268982803383039482e+00
1.549652921468904765e+02	3.308789062500000000e+02	3.310831391176931220e+02	-2.042328676931219889e-01
1.550902921468904765e+02	3.381855468750000000e+02	3.300750198079811639e+02	8.110527067018836078e+00
1.552152921468904765e+02	3.316757812500000000e+02	3.290707786265192567e+02	2.605002623480743296e+00
1.553402921468904765e+02	3.223378906250000000e+02	3.280703975493732969e+02	-5.732506924373296897e+00
1.554652921468904765e+02	3.263261718750000000e+02	3.270738586507852119e+02	-7.476867757852119212e-01
1.555902921468904765e+02	3.270175781250000000e+02	3.260811441025601880e+02	9.364340224398119972e-01
1.557152921468904765e+02	3.273613281250000000e+02	3.250922361734575929e+02	2.269091951542407060e+00
1.558402921468904765e+02	3.215878906250000000e+02	3.241071172285865600e+02	-2.519226603586560032e+00
1.559652921468904765e+02	3.200566406250000000e+02	3.231257697288058353e+02	-3.069129103805835257e+00
1.560902921468904765e+02	3.244882812500000000e+02	3.221481762301273761e+02	2.340105019872623870e+00
1.562152921468904765e+02	3.202089843750000000e+02	3.211743193831250096e+02	-9.653350081250096082e-01
1.563402921468904765e+02	3.155273437500000000e+02	3.202041819323462164e+02	-4.676838182346216399e+00
1.564652921468904765e+02	3.221445312500000000e+02	3.192377467157288038e+02	2.906784534271196208e+00
1.565902921468904765e+02	3.144394531250000000e+02	3.182749966640212733e+02	-3.835543539021273318e+00
1.567152921468904765e+02	3.254511718750000000e+02	3.173159148002074517e+02	8.135257074792548337e+00
1.568402921468904765e+02	3.248222656250000000e+02	3.163604842389351006e+02	8.461781386064899380e+00
1.569652921468904765e+02	3.215410156250000000e+02	3.154086881859482219e+02	6.132327439051778128e+00
1.570902921468904765e+02	3.179218750000000000e+02	3.144605099375239092e+02	3.461365062476090770e+00
1.572152921468904765e+02	3.133300781250000000e+02	3.135159328799124978e+02	-1.858547549124978104e-01
1.573402921468904765e+02	3.069492187500000000e+02	3.125749404887822038e+02	-5.625721738782203829e+00
1.574652921468904765e+02	3.108886718750000000e+02	3.116375163286670045e+02	-7.488444536670044727e-01
1.575902921468904765e+02	3.088007812500000000e+02	3.107036440524190084e+02	-1.902862802419008403e+00
1.577152921468904765e+02	3.044667968750000000e+02	3.097733074006642369e+02	-5.306510525664236866e+00
1.578402921468904765e+02	3.060566406250000000e+02	3.088464902012620996e+02	-2.789849576262099617e+00
1.579652921468904765e+02	3.101093750000000000e+02	3.079231763687690204e+02	2.186198631230979572e+00
1.580902921468904765e+02	3.076269531250000000e+02	3.070033499039054163e+02	6.236032210945836596e-01
1.582152921468904765e+02	3.051054687500000000e+02	3.060869948930265423e+02	-9.815261430265422860e-01
1.583402921468904765e+02	3.071230468750000000e+02	3.051740955075970874e+02	1.948951367402912638e+00
1.584652921468904765e+02	3.030566406250000000e+02	3.042646360036689543e+02	-1.207995378668954345e+00
1.585902921468904765e+02	2.997988281250000000e+02	3.033586007213635298e+02	-3.559772596363529829e+00
1.587152921468904765e+02	3.050527343750000000e+02	3.024559740843564555e+02	2.596760290643544522e+00
1.588402921468904765e+02	2.965117187500000000e+02	3.015567405993667194e+02	-5.045021849366719380e+00
1.589652921468904765e+02	3.018320312500000000e+02	3.006608848556491012e+02	1.171146394350898845e+00
1.590902921468904765e+02	3.044121093750000000e+02	2.997683915244899708e+02	4.643717850510029166e+00
1.592152921468904765e+02	2.998437500000000000e+02	2.988792453587065552e+02	9.645046412934448199e-01
1.593402921468904765e+02	2.964238281250000000e+02	2.979934311921500125e+02	-1.569603067150012521e+00
1.594652921468904765e+02	2.916738281250000000e+02	2.971109339392112929e+02	-5.437105814211292909e+00
1.595902921468904765e+02	2.938222656250000000e+02	2.962317385943309773e+02	-2.409472969330977321e+00
1.597152921468904765e+02	2.972304687500000000e+02	2.953558302315122432e+02	1.874638518487756755e+00
1.598402921468904765e+02	2.857246093750000000e+02	2.944831940038371840e+02	-8.758584628837184027e+00
1.599652921468904765e+02	2.889101562500000000e+02	2.936138151429863115e+02	-4.703658892986311457e+00
1.600902921468904765e+02	2.966328125000000000e+02	2.927476789587616963e+02	3.885133541238303678e+00
1.602152921468904765e+02	2.996972656250000000e+02	2.918847708386128375e+02	7.812494786387162549e+00
1.603402921468904765e+02	2.897773437500000000e+02	2.910250762471666803e+02	-1.247732497166680332e+00
1.604652921468904765e+02	2.900703125000000000e+02	2.901685807257593979e+02	-9.826822575939786475e-02
1.605902921468904765e+02	2.857421875000000000e+02	2.893152698919730597e+02	-3.573082391973059657e+00
1.607152921468904765e+02	2.930722656250000000e+02	2.884651294391742908e+02	4.607136185825709163e+00
1.608402921468904765e+02	2.942558593750000000e+02	2.876181451360561709e+02	6.637714238943829059e+00
1.609652921468904765e+02	2.959648437500000000e+02	2.867743028261839981e+02	9.190540923816001850e+00
1.610902921468904765e+02	2.900332031250000000e+02	2.859335884275432704e+02	4.099614697456729573e+00
1.612152921468904765e+02	2.873066406250000000e+02	2.850959879320913615e+02	2.210652692908638528e+00
1.613402921468904765e+02	2.867812500000000000e+02	2.842614874053117546e+02	2.519762594688245372e+00
1.614652921468904765e+02	2.850585937500000000e+02	2.834300729857719148e+02	1.628520764228085227e+00
1.615902921468904765e+02	2.847500000000000000e+02	2.826017308846833203e+02	2.148269115316679745e+00
1.617152921468904765e+02	2.851835937500000000e+02	2.817764473854654739e+02	3.407146364534526128e+00
1.618402921468904765e+02	2.807617187500000000e+02	2.809542088433119602e+02	-1.924900933119602087e-01
1.619652921468904765e+02	2.838164062500000000e+02	2.801350016847599704e+02	3.681404565240029569e+00
1.620902921468904765e+02	2.842265625000000000e+02	2.793188124072625556e+02	4.907750092737444447e+00
1.622152921468904765e+02	2.887832031250000000e+02	2.785056275787640629e+02	1.027757554623593705e+01
1.623402921468904765e+02	2.850976562500000000e+02	2.776954338372777897e+02	7.402222412722210265e+00
1.624652921468904765e+02	2.861562500000000000e+02	2.768882178904672173e+02	9.268032109532782670e+00
1.625902921468904765e+02	2.763554687500000000e+02	2.760839665152295197e+02	2.715022347704802996e-01
1.627152921468904765e+02	2.822226562500000000e+02	2.752826665572823117e+02	6.939989692717688285e+00
1.628402921468904765e+02	2.914121093750000000e+02	2.744843049307527849e+02	1.692780444424721509e+01
1.629652921468904765e+02	2.800449218750000000e+02	2.736888686177700265e+02	6.356053257229973497e+00
1.630902921468904765e+02	2.833750000000000000e+02	2.728963446680594416e+02	1.047865533194055843e+01
1.632152921468904765e+02	2.820175781250000000e+02	2.721067201985408701e+02	9.910857926459129885e+00
1.633402921468904765e+02	2.809550781250000000e+02	2.713199823929282388e+02	9.635095732071761176e+00
1.634652921468904765e+02	2.841328125000000000e+02	2.705361185013330783e+02	1.359669399866692174e+01
1.635902921468904765e+02	2.840800781250000000e+02	2.697551158398696884e+02	1.432496228513031156e+01
1.637152921468904765e+02	2.788125000000000000e+02	2.689769617902633740e+02	9.835538209736625959e+00
1.638402921468904765e+02	2.801972656250000000e+02	2.682016437994618627e+02	1.199562182553813727e+01
1.639652921468904765e+02	2.897382812500000000e+02	2.674291493792480310e+02	2.230913187075196902e+01
1.640902921468904765e+02	2.863359375000000000e+02	2.666594661058563247e+02	1.967647139414367530e+01
1.642152921468904765e+02	2.906542968750000000e+02	2.658925816195914535e+02	2.476171525540854645e+01
1.643402921468904765e+02	2.899375000000000000e+02	2.651284836244493590e+02	2.480901637555064099e+01
1.644652921468904765e+02	2.979785156250000000e+02	2.643671598877409679e+02	3.361135573725903214e+01
1.645902921468904765e+02	3.064746093750000000e+02	2.636085982397184466e+02	4.286601113528155338e+01
1.647152921468904765e+02	3.039277343750000000e+02	2.628527865732036162e+02	4.107494780179638383e+01
1.648402921468904765e+02	2.998945312500000000e+02	2.620997128432194359e+02	3.779481840678056415e+01
1.649652921468904765e+02	2.974863281250000000e+02	2.613493650666234771e+02	3.613696305837652289e+01
1.650902921468904765e+02	2.988300781250000000e+02	2.606017313217438982e+02	3.822834680325610179e+01
1.652152921468904765e+02	3.027695312500000000e+02	2.598567997480179201e+02	4.291273150198207986e+01
1.653402921468904765e+02	2.963730468750000000e+02	2.591145585456327467e+02	3.725848832936725330e+01
1.654652921468904765e+02	2.947812500000000000e+02	2.583749959751687584e+02	3.640625402483124162e+01
1.655902921468904765e+02	2.922832031250000000e+02	2.576381003572448662e+02	3.464510276775513375e+01
1.657152921468904765e+02	2.945468750000000000e+02	2.569038600721669354e+02	3.764301492783306458e+01
1.658402921468904765e+02	3.001210937500000000e+02	2.561722635595777433e+02	4.394883019042225669e+01
1.659652921468904765e+02	3.003027343750000000e+02	2.554432993181093252e+02	4.485943505689067479e+01
1.660902921468904765e+02	2.961289062500000000e+02	2.547169559050384180e+02	4.141195034496158200e+01
1.662152921468904765e+02	2.988183593750000000e+02	2.539932219359431542e+02	4.482513743905684578e+01
1.663402921468904765e+02	2.964140625000000000e+02	2.532720860843625985e+02	4.314197641563740149e+01
1.664652921468904765e+02	2.913066406250000000e+02	2.525535370814584724e+02	3.875310354354152764e+01
1.665902921468904765e+02	2.940156250000000000e+02	2.518375637156788969e+02	4.217806128432110313e+01
1.667152921468904765e+02	2.962187500000000000e+02	2.511241548324245798e+02	4.509459516757542019e+01
1.668402921468904765e+02	2.947226562500000000e+02	2.504132993337171058e+02	4.430935691628289419e+01
1.669652921468904765e+02	2.952480468750000000e+02	2.497049861778693014e+02	4.554306069713069860e+01
1.670902921468904765e+02	2.961464843750000000e+02	2.489992043791579874e+02	4.714727999584201257e+01
1.672152921468904765e+02	2.883828125000000000e+02	2.482959430074985505e+02	4.008686949250144949e+01
1.673402921468904765e+02	2.923125000000000000e+02	2.475951911881221292e+02	4.471730881187787077e+01
1.674652921468904765e+02	2.882792968750000000e+02	2.468969381012544773e+02	4.138235877374552274e+01
1.675902921468904765e+02	2.850742187500000000e+02	2.462011729817969012e+02	3.887304576820309876e+01
1.677152921468904765e+02	2.808457031250000000e+02	2.455078851190098419e+02	3.533781800599015810e+01
1.678402921468904765e+02	2.841328125000000000e+02	2.448170638561979047e+02	3.931574864380209533e+01
1.679652921468904765e+02	2.859609375000000000e+02	2.441286985903971924e+02	4.183223890960280755e+01
1.680902921468904765e+02	2.910878906250000000e+02	2.434427787720647984e+02	4.764511185293520157e+01
1.682152921468904765e+02	2.929414062500000000e+02	2.427592939047700042e+02	5.018211234522999575e+01
1.683402921468904765e+02	2.816035156250000000e+02	2.420782335448878939e+02	3.952528208011210609e+01
1.684652921468904765e+02	2.848828125000000000e+02	2.413995873012946163e+02	4.348322519870538372e+01
1.685902921468904765e+02	2.828730468750000000e+02	2.407233448350648928e+02	4.214970203993510722e+01
1.687152921468904765e+02	2.816972656250000000e+02	2.400494958591711452e+02	4.164776976582885482e+01
1.688402921468904765e+02	2.848320312500000000e+02	2.393780301381850961e+02	4.545400111181490388e+01
1.689652921468904765e+02	2.811542968750000000e+02	2.387089374879806769e+02	4.244535938701932309e+01
1.690902921468904765e+02	2.836328125000000000e+02	2.380422077754394650e+02	4.559060472456053503e+01
1.692152921468904765e+02	2.795644531250000000e+02	2.373778309181576844e+02	4.218662220684231556e+01
1.693402921468904765e+02	2.844687500000000000e+02	2.367157968841549689e+02	4.775295311584503111e+01
1.694652921468904765e+02	2.889062500000000000e+02	2.360560956915856252e+02	5.285015430841437478e+01
1.695902921468904765e+02	2.921542968750000000e+02	2.353987174084510343e+02	5.675557946654896568e+01
1.697152921468904765e+02	2.957617187500000000e+02	2.347436521523142687e+02	6.101806659768573127e+01
1.698402921468904765e+02	2.964433593750000000e+02	2.340908900900166429e+02	6.235246928498335706e+01
1.699652921468904765e+02	2.911992187500000000e+02	2.334404214373958553e+02	5.775879731260414474e+01
1.700902921468904765e+02	2.907050781250000000e+02	2.327922364590061477e+02	5.791284166599385230e+01
1.702152921468904765e+02	2.915976562500000000e+02	2.321463254678401142e+02	5.945133078215988576e+01
1.703402921468904765e+02	2.965917968750000000e+02	2.315026788250523566e+02	6.508911804994764339e+01
1.704652921468904765e+02	2.992050781250000000e+02	2.308612869396849874e+02	6.834379118531501263e+01
1.705902921468904765e+02	3.017226562500000000e+02	2.302221402683947815e+02	7.150051598160521849e+01
1.707152921468904765e+02	2.968632812500000000e+02	2.295852293151822323e+02	6.727805193481776769e+01
1.708402921468904765e+02	2.874531250000000000e+02	2.289505446311220282e+02	5.850258036887797175e+01
1.709652921468904765e+02	2.893457031250000000e+02	2.283180768140957753e+02	6.102762631090422474e+01
1.710902921468904765e+02	2.886582031250000000e+02	2.276878165085259127e+02	6.097038661647408730e+01
1.712152921468904765e+02	2.953613281250000000e+02	2.270597544051115904e+02	6.830157371988840964e+01
1.713402921468904765e+02	2.967324218750000000e+02	2.264338812405663930e+02	7.029854063443360701e+01
1.714652921468904765e+02	2.982636718750000000e+02	2.258101877973572584e+02	7.245348407764274157e+01
1.715902921468904765e+02	3.010585937500000000e+02	2.251886649034456696e+02	7.586992884655433045e+01
1.717152921468904765e+02	2.999335937500000000e+02	2.245693034320298409e+02	7.536429031797015909e+01
1.718402921468904765e+02	2.952109375000000000e+02	2.239520943012892644e+02	7.125884319871073558e+01
1.719652921468904765e+02	3.022929687500000000e+02	2.233370284741301930e+02	7.895594027586980701e+01
1.720902921468904765e+02	2.972812500000000000e+02	2.227240969579333409e+02	7.455715304206665905e+01
1.722152921468904765e+02	2.949042968750000000e+02	2.221132908043027214e+02	7.279100607069727857e+01
1.723402921468904765e+02	2.976542968750000000e+02	2.215046011088164164e+02	7.614969576618358360e+01
1.724652921468904765e+02	2.984902343750000000e+02	2.208980190107786825e+02	7.759221536422131749e+01
1.725902921468904765e+02	3.021914062500000000e+02	2.202935356929739044e+02	8.189787055702609564e+01
1.727152921468904765e+02	3.012324218750000000e+02	2.196911423814216846e+02	8.154127949357831540e+01
1.728402921468904765e+02	3.018203125000000000e+02	2.190908303451341226e+02	8.272948215486587742e+01
1.729652921468904765e+02	2.983769531250000000e+02	2.184925908958739456e+02	7.988436222912605444e+01
1.730902921468904765e+02	2.981660156250000000e+02	2.178964153879146295e+02	8.026960023708537051e+01
1.732152921468904765e+02	2.910625000000000000e+02	2.173022952178019125e+02	7.376020478219808751e+01
1.733402921468904765e+02	2.895996093750000000e+02	2.167102218241167577e+02	7.288938755088324228e+01
1.734652921468904765e+02	2.984589843750000000e+02	2.161201866872399080e+02	8.233879768776009200e+01
1.735902921468904765e+02	2.980761718750000000e+02	2.155321813291178046e+02	8.254399054588219542e+01
1.737152921468904765e+02	2.988554687500000000e+02	2.149461973130302113e+02	8.390927143696978874e+01
1.738402921468904765e+02	2.989218750000000000e+02	2.143622262433590038e+02	8.455964875664099623e+01
1.739652921468904765e+02	2.991367187500000000e+02	2.137802597653585508e+02	8.535645898464144921e+01
1.740902921468904765e+02	3.001445312500000000e+02	2.132002895649277434e+02	8.694424168507225659e+01
1.742152921468904765e+02	2.951093750000000000e+02	2.126223073683831615e+02	8.248706763161683853e+01
1.743402921468904765e+02	2.956386718750000000e+02	2.120463049422336894e+02	8.359236693276631058e+01
1.744652921468904765e+02	2.952460937500000000e+02	2.114722740929567806e+02	8.377381965704321942e+01
1.745902921468904765e+02	3.037070312500000000e+02	2.109002066667759436e+02	9.280682458322405637e+01
1.747152921468904765e+02	2.893359375000000000e+02	2.103300945494396785e+02	7.900584295056032147e+01
1.748402921468904765e+02	2.932597656250000000e+02	2.097619296660017483e+02	8.349783595899825173e+01
1.749652921468904765e+02	2.909199218750000000e+02	2.091957039806028718e+02	8.172421789439712825e+01
1.750902921468904765e+02	2.972109375000000000e+02	2.086314094962538093e+02	8.857952800374619073e+01
1.752152921468904765e+02	2.977597656250000000e+02	2.080690382546197554e+02	8.969072737038024457e+01
1.753402921468904765e+02	2.890253906250000000e+02	2.075085823358061532e+02	8.151680828919384680e+01
1.754652921468904765e+02	2.899882812500000000e+02	2.069500338581457299e+02	8.303824739185427006e+01
1.755902921468904765e+02	2.842285156250000000e+02	2.063933849779869263e+02	7.783513064701307371e+01
1.757152921468904765e+02	2.892226562500000000e+02	2.058386278894836892e+02	8.338402836051631084e+01
1.758402921468904765e+02	2.953691406250000000e+02	2.052857548243866006e+02	9.008338580061339940e+01
1.759652921468904765e+02	2.867753906250000000e+02	2.047347580518350298e+02	8.204063257316497015e+01
1.760902921468904765e+02	2.823339843750000000e+02	2.041856298781510191e+02	7.814835449684898094e+01
1.762152921468904765e+02	2.881816406250000000e+02	2.036383626466340502e+02	8.454327797836594982e+01
1.763402921468904765e+02	2.895117187500000000e+02	2.030929487373574602e+02	8.641877001264253977e+01
1.764652921468904765e+02	2.955859375000000000e+02	2.025493805669657092e+02	9.303655693303429075e+01
1.765902921468904765e+02	2.902949218750000000e+02	2.020076505884732683e+02	8.828727128652673173e+01
1.767152921468904765e+02	2.886992187500000000e+02	2.014677512910645021e+02	8.723146745893549792e+01
1.768402921468904765e+02	2.891210937500000000e+02	2.009296751998950583e+02	8.819141855010494169e+01
1.769652921468904765e+02	2.917812500000000000e+02	2.003934148758942229e+02	9.138783512410577714e+01
1.770902921468904765e+02	2.860117187500000000e+02	1.998589629155685259e+02	8.615275583443147411e+01
1.772152921468904765e+02	2.826875000000000000e+02	1.993263119508067689e+02	8.336118804919323111e+01
1.773402921468904765e+02	2.862480468750000000e+02	1.987954546486862171e+02	8.745259222631378293e+01
1.774652921468904765e+02	2.914921875000000000e+02	1.982663837112796159e+02	9.322580378872038409e+01
1.775902921468904765e+02	2.857753906250000000e+02	1.977390918754639699e+02	8.803629874953603007e+01
