cycle_number,half_cycle,time_s,current_mA,voltage_V,capacity_mAh
0,0,322307.9541904982,0.0,2.9056315,0.0
0,0,322308.95418975316,0.0,2.8654816,0.0
0,0,322309.9541890081,0.0,2.8443487,0.0
0,0,322310.95418826304,0.0,2.8269193,0.0
0,0,322311.954187518,0.0,2.8114944,0.0
0,0,322312.9541867729,0.0,2.7970238,0.0
0,0,322313.95418602787,0.0,2.7828207,0.0
0,0,322314.9541852828,0.0,2.7686558,0.0
0,0,322315.95418453775,0.0,2.755006,0.0
0,0,322316.9541837927,0.0,2.741681,0.0
1,1,322317.9059830861,-1.624,2.7292533,0.0
1,1,322317.9063830861,-1.624,2.6247613,-1.7982025278939142e-07
1,1,322322.90657936083,-1.624,2.2384992,-0.002255915516104963
1,1,322327.9067756355,-1.624,2.0996745,-0.004511654046244091
1,1,322332.9069719102,-1.624,2.024554,-0.006767395058015982
1,1,322337.90716818493,-1.624,1.9758546,-0.009023138009574678
1,1,322342.9073644596,-1.624,1.9288353,-0.011278880983816252
1,1,322347.9075607343,-1.624,1.882274,-0.01353462591675255
1,1,322352.90775700903,-1.624,1.8310548,-0.01579037242045005
1,1,322357.90795328375,-1.624,1.7786901,-0.018046119868424203
1,1,322362.90814955847,-1.624,1.7253327,-0.020301869337360064
1,1,322367.9083458332,-1.624,1.6725099,-0.022557619802322654
1,1,322372.908542108,-1.624,1.6218442,-0.02481336796051926
1,1,322377.9087383826,-1.624,1.5741757,-0.027069118448197843
1,1,322382.90893465723,-1.624,1.5309744,-0.029324868271205163
1,1,322387.90913093183,-1.624,1.4944929,-0.03158061521780491
1,1,322392.90932720643,-1.624,1.4653993,-0.03383636487741603
1,1,322397.90952348104,-1.624,1.4438272,-0.036092115093085506
1,1,322402.90971975564,-1.624,1.4281349,-0.0383478632495006
1,1,322407.90991603024,-1.624,1.4167571,-0.04060361452329821
1,1,322412.91011230485,-1.624,1.4082428,-0.04285936506299178
1,1,322417.91030857945,-1.624,1.4022485,-0.045115115372578306
1,1,322422.9105048543,-1.624,1.3977814,-0.047370869975195996
1,1,322427.9107011291,-1.624,1.394097,-0.049626627518097564
1,1,322432.91089740396,-1.624,1.3914052,-0.05188238455715445
1,1,322437.9110936788,-1.624,1.3894007,-0.05413814124757052
1,1,322442.9112899536,-1.624,1.3878926,-0.056393895729925904
1,1,322447.91148622846,-1.624,1.3866899,-0.058649650249713005
1,1,322452.9116825033,-1.624,1.3857163,-0.06090540366036363
1,1,322457.91187877813,-1.624,1.3849717,-0.06316115803472865
1,1,322462.91207505297,-1.624,1.3843418,-0.06541691768840288
1,1,322467.9122713278,-1.624,1.3840746,-0.06767267505973579
1,1,322472.91246760264,-1.624,1.3838836,-0.0699284311338597
1,1,322477.9126638775,-1.624,1.3836163,-0.07218419007356963
1,1,322482.9128601523,-1.624,1.3834827,-0.07443995064968535
