cycle_number,half_cycle,time_s,current_mA,voltage_V,capacity_mAh
0,0,125478.0914316217,0.0,2.9598548,0.0
0,0,125479.09143138328,0.0,2.9421716,0.0
0,0,125480.09143114486,0.0,2.93362,0.0
0,0,125481.09143090644,0.0,2.9269774,0.0
0,0,125482.09143066802,0.0,2.9213464,0.0
0,0,125483.0914304296,0.0,2.9163263,0.0
0,0,125484.09143019118,0.0,2.9115925,0.0
0,0,125485.09142995276,0.0,2.907336,0.0
0,0,125486.09142971435,0.0,2.9033465,0.0
0,0,125487.09142947593,0.0,2.899319,0.0
1,1,125488.04322924861,-0.28779998,2.8958068,0.0
1,1,125488.0436292484,-0.28779998,2.854913,-3.1872626807954576e-08
1,1,125493.04362805723,-0.28779998,2.7055182,-0.0004001008009844356
1,1,125498.04362688377,-0.28779998,2.6472235,-0.0008001742286450333
1,1,125503.0436257103,-0.28779998,2.5990455,-0.0012002488340006935
1,1,125508.04362453683,-0.28779998,2.5568419,-0.0016003277682181862
1,1,125513.04362336337,-0.28779998,2.5187995,-0.002000409411587649
1,1,125518.0436221899,-0.28779998,2.4841547,-0.0024004898640794885
1,1,125523.04362100293,-0.28779998,2.4518769,-0.002800570352771216
1,1,125528.04361981084,-0.28779998,2.4214697,-0.003200651245829132
1,1,125533.04361861874,-0.28779998,2.3928568,-0.0036007345799158015
1,1,125538.04361742665,-0.28779998,2.3657327,-0.004000818997144699
1,1,125543.04361623456,-0.28779998,2.3400402,-0.004400903768709964
1,1,125548.04361505178,-0.28779998,2.3156266,-0.004800986052279671
1,1,125553.04361387831,-0.28779998,2.2923584,-0.005201068165297309
1,1,125558.04361270485,-0.28779998,2.270369,-0.0056011509552399315
1,1,125563.04361153138,-0.28779998,2.2496967,-0.0060012305984646075
1,1,125568.04361035791,-0.28779998,2.2303987,-0.006401309933541549
1,1,125573.04360918165,-0.28779998,2.2127805,-0.006801389981301293
1,1,125578.04360798956,-0.28779998,2.1971092,-0.007201469771641823
1,1,125583.04360679747,-0.28779998,2.183194,-0.007601550718555846
1,1,125588.04360560537,-0.28779998,2.171302,-0.008001632832515568
1,1,125593.04360441328,-0.28779998,2.1604602,-0.008401713066774936
1,1,125598.04360322119,-0.28779998,2.1509926,-0.00880179430031114
1,1,125603.04360204632,-0.28779998,2.1421165,-0.009201877439321743
1,1,125608.04360087286,-0.28779998,2.1338134,-0.00960196204294761
1,1,125613.04359969939,-0.28779998,2.1257963,-0.01000204634227024
1,1,125618.04359852592,-0.28779998,2.1183712,-0.010402131641568408
1,1,125623.04359735246,-0.28779998,2.1109078,-0.010802217400491237
1,1,125628.04359616782,-0.28779998,2.103368,-0.011202301854257782
1,1,125633.04359497572,-0.28779998,2.096,-0.011602384356167582
1,1,125638.04359378363,-0.28779998,2.088632,-0.012002466248205966
1,1,125643.04359259154,-0.28779998,2.081264,-0.01240254902258681
1,1,125648.04359139944,-0.28779998,2.0738006,-0.01280263444692062
1,1,125653.04359021387,-0.28779998,2.0661273,-0.01320272320692738
1,1,125658.0435890404,-0.28779998,2.0584729,-0.013602810310587287
1,1,125663.04358786694,-0.28779998,2.0507996,-0.01400289560473462
1,1,125668.04358669347,-0.28779998,2.04263,-0.014402981053794424
1,1,125673.04358552,-0.28779998,2.0343647,-0.014803068711030815
1,1,125678.04358434607,-0.28779998,2.025527,-0.015203154358635347
1,1,125683.04358315398,-0.28779998,2.0168037,-0.015603241159836452
1,1,125688.04358196189,-0.28779998,2.0077944,-0.01600332739198208
1,1,125693.0435807698,-0.28779998,1.9982121,-0.01640341280082365
1,1,125698.0435795777,-0.28779998,1.9886298,-0.016803496373314
1,1,125703.04357838561,-0.28779998,1.9789523,-0.017203580618146395
1,1,125708.04357720842,-0.28779998,1.9685875,-0.01760366394402418
1,1,125713.04357603495,-0.28779998,1.9587953,-0.018003749537487828
1,1,125718.04357486148,-0.28779998,1.9481442,-0.018403835565659738
1,1,125723.04357368802,-0.28779998,1.9380084,-0.018803921359439695
1,1,125728.04357251455,-0.28779998,1.9276627,-0.01920400705728101
1,1,125733.0435713327,-0.28779998,1.9173553,-0.01960409431144099
1,1,125738.04357014061,-0.28779998,1.9070668,-0.020004179857502385
1,1,125743.04356894852,-0.28779998,1.896702,-0.020404264947978992
1,1,125748.04356775619,-0.28779998,1.8865663,-0.020804348175891576
1,1,125753.0435665641,-0.28779998,1.8763351,-0.021204430515461503
1,1,125758.0435653762,-0.28779998,1.8659894,-0.02160451074773405
1,1,125763.04356420273,-0.28779998,1.8560255,-0.022004593134823777
1,1,125768.04356302926,-0.28779998,1.845928,-0.02240467778458695
1,1,125773.0435618558,-0.28779998,1.8362122,-0.022804759584829214
1,1,125778.04356068233,-0.28779998,1.8266299,-0.023204840946795216
1,1,125783.04355950886,-0.28779998,1.8172578,-0.023604921086261672
1,1,125788.0435583191,-0.28779998,1.8079237,-0.024005003123675785
1,1,125793.043557127,-0.28779998,1.7989905,-0.02440508788868785
1,1,125798.04355593491,-0.28779998,1.7900954,-0.024805168592909974
1,1,125803.04355474282,-0.28779998,1.7815632,-0.025205248364115758
1,1,125808.04355355073,-0.28779998,1.7733935,-0.025605326947713895
