cycle_number,half_cycle,time_s,current_mA,voltage_V,capacity_mAh
0,0,0.0,0.0,2.897479,0.0
0,0,0.9999999747378752,0.0,2.8973262,0.0
0,0,1.9999999494757503,0.0,2.8973262,0.0
0,0,2.9999999242136255,0.0,2.897269,0.0
0,0,3.9999998989515007,0.0,2.8971353,0.0
0,0,4.999999873689376,0.0,2.897078,0.0
0,0,5.999999848427251,0.0,2.8970017,0.0
0,0,6.999999823165126,0.0,2.8969636,0.0
0,0,7.999999797903001,0.0,2.89704,0.0
0,0,8.999999772640876,0.0,2.896887,0.0
1,1,9.999799747383804,-0.1473,2.8965244,0.0
1,1,10.0001997473737,-0.1473,2.8881514,-1.633311559756597e-08
1,1,15.000199621063075,-0.1473,2.454527,-0.0002048105835078491
1,1,20.00019949475245,-0.1473,2.374042,-0.00040960751157336764
1,1,25.000199368441827,-0.1473,2.3335707,-0.0006144040189079113
1,1,30.000199242131202,-0.1473,2.306577,-0.0008192008298792773
1,1,35.00019911582058,-0.1473,2.2857685,-0.0010240007671250238
1,1,40.000198989509954,-0.1473,2.2684727,-0.0012288033898265826
1,1,45.00019886319933,-0.1473,2.2534487,-0.0014336074016839265
1,1,50.000198736888706,-0.1473,2.240009,-0.001638414608635836
1,1,55.00019861057808,-0.1473,2.2282686,-0.0018432223242960042
1,1,60.00019848426746,-0.1473,2.2176735,-0.0020480324564956954
1,1,65.00019835795683,-0.1473,2.2081282,-0.002252842236831784
1,1,70.00019823164621,-0.1473,2.1997478,-0.002457651154690318
1,1,75.00019810533558,-0.1473,2.1918824,-0.0026624602283057235
1,1,80.00019797902496,-0.1473,2.1850672,-0.002867269095372822
1,1,85.00019785271434,-0.1473,2.1788247,-0.003072077824739946
1,1,90.00019772640371,-0.1473,2.1732314,-0.003276885327061017
1,1,95.00019760009309,-0.1473,2.1680005,-0.003481690548617806
1,1,100.00019747378246,-0.1473,2.1630752,-0.00368649789422916
1,1,105.00019734747184,-0.1473,2.1587226,-0.0038913027835331022
1,1,110.00019722116122,-0.1473,2.1545992,-0.00409610659674555
1,1,115.00019709485059,-0.1473,2.150571,-0.004300912059282263
1,1,120.00019696853997,-0.1473,2.1467721,-0.004505717338635689
1,1,125.00019684222934,-0.1473,2.1431832,-0.0047105214467106585
1,1,130.00019671591872,-0.1473,2.1398613,-0.004915329541314807
1,1,135.0001965896081,-0.1473,2.136788,-0.005120136889476742
1,1,140.00019646329747,-0.1473,2.1335425,-0.005324942954183452
1,1,145.00019633698685,-0.1473,2.1305835,-0.005529749222742186
1,1,150.00019621067622,-0.1473,2.1280828,-0.0057345555231910605
1,1,155.0001960843656,-0.1473,2.1250284,-0.005939364207733008
1,1,160.00019595805497,-0.1473,2.1224701,-0.006144172096120813
1,1,165.00019583174435,-0.1473,2.1199121,-0.006348980652119549
1,1,170.00019570543373,-0.1473,2.1174495,-0.006553791774683527
1,1,175.0001955791231,-0.1473,2.1149294,-0.006758602410069769
1,1,180.00019545281248,-0.1473,2.1128294,-0.006963408654612798
1,1,185.00019532650185,-0.1473,2.110596,-0.007168216592835054
1,1,190.00019520019123,-0.1473,2.1083434,-0.007373024874989356
1,1,195.0001950738806,-0.1473,2.1062243,-0.007577833674842284
1,1,200.00019494756998,-0.1473,2.1041818,-0.00778264221310036
1,1,205.00019482125936,-0.1473,2.102139,-0.007987450812187458
1,1,210.00019469494873,-0.1473,2.1002872,-0.00819225942088415
1,1,215.0001945686381,-0.1473,2.0984545,-0.008397066234331162
1,1,220.00019444232748,-0.1473,2.0965073,-0.008601875384704933
1,1,225.00019431601686,-0.1473,2.0947702,-0.008806684136610891
1,1,230.00019418970624,-0.1473,2.0929565,-0.009011492700429426
1,1,235.0001940633956,-0.1473,2.0912957,-0.009216303179747528
1,1,240.000193937085,-0.1473,2.0895777,-0.009421113121645317
1,1,245.00019381077436,-0.1473,2.0878403,-0.009625923711357016
1,1,250.00019368446374,-0.1473,2.0863514,-0.009830735271183152
1,1,255.00019355815311,-0.1473,2.084595,-0.01003554876974556
1,1,260.0001934318425,-0.1473,2.083068,-0.010240362572588852
1,1,265.00019330553187,-0.1473,2.0815024,-0.010445177606533797
